project_id,snapshot_month,previous_target,previous_target_source,current_target,current_target_source,reporting_regime,interpreted_change_months,semantic_comparable,exclusion_reason
P-611861,2025-08,2027-06-01,REVISED,2027-06-01,REVISED,PAIMANA_TRANSITION,0,1,
P-611861,2025-09,2027-06-01,REVISED,2027-06-01,REVISED,PAIMANA,0,1,
P-611864,2025-07,2030-03-01,REVISED,2030-03-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-611864,2025-08,2030-03-01,ORIGINAL,2030-03-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-611864,2025-09,2030-03-01,ORIGINAL,2030-03-01,ORIGINAL,PAIMANA,0,1,
P-611884,2025-06,2025-12-01,REVISED,2026-03-01,REVISED,OCMS_LEGACY,3,1,
P-611884,2025-07,2026-03-01,REVISED,2028-02-01,REVISED,PAIMANA_TRANSITION,23,0,REPORTING_REGIME_CHANGE
P-611884,2025-08,2028-02-01,REVISED,2028-02-01,REVISED,PAIMANA_TRANSITION,0,1,
P-611884,2025-09,2028-02-01,REVISED,2028-02-01,REVISED,PAIMANA,0,1,
P-611917,2025-04,2026-06-01,REVISED,2026-06-01,ANTICIPATED,OCMS_LEGACY,0,1,
P-611917,2025-05,2026-06-01,ANTICIPATED,2026-06-01,REVISED,OCMS_LEGACY,0,1,
P-611917,2025-07,2026-06-01,REVISED,2026-06-01,REVISED,PAIMANA_TRANSITION,0,1,
P-611917,2025-08,2026-06-01,REVISED,2026-06-01,REVISED,PAIMANA_TRANSITION,0,1,
P-611917,2025-09,2026-06-01,REVISED,2026-06-01,REVISED,PAIMANA,0,1,
P-611917,2026-04,2026-06-01,REVISED,2026-12-01,REVISED,PAIMANA,6,1,
P-611918,2025-08,2027-03-01,ORIGINAL,2027-03-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-611918,2025-09,2027-03-01,ORIGINAL,2027-03-01,ORIGINAL,PAIMANA,0,1,
P-611927,2025-08,2023-12-01,ORIGINAL,2023-12-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-611927,2025-09,2023-12-01,ORIGINAL,2023-12-01,ORIGINAL,PAIMANA,0,1,
P-611929,2025-08,2024-12-01,ORIGINAL,2024-12-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-611929,2025-09,2024-12-01,ORIGINAL,2024-12-01,ORIGINAL,PAIMANA,0,1,
P-611930,2025-07,2028-06-01,REVISED,2028-06-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-611930,2025-08,2028-06-01,ORIGINAL,2028-06-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-611930,2025-09,2028-06-01,ORIGINAL,2028-06-01,ORIGINAL,PAIMANA,0,1,
P-611930,2025-12,2028-06-01,ORIGINAL,2028-09-01,REVISED,PAIMANA,3,0,TARGET_SOURCE_TRANSITION
P-611937,2025-08,2026-05-01,REVISED,2026-05-01,REVISED,PAIMANA_TRANSITION,0,1,
P-611937,2025-09,2026-05-01,REVISED,2026-05-01,REVISED,PAIMANA,0,1,
P-611937,2025-10,2026-05-01,REVISED,2025-12-01,REVISED,PAIMANA,-5,1,
P-611938,2025-08,2026-05-01,REVISED,2026-05-01,REVISED,PAIMANA_TRANSITION,0,1,
P-611938,2025-09,2026-05-01,REVISED,2026-05-01,REVISED,PAIMANA,0,1,
P-611939,2025-08,2026-06-01,REVISED,2026-06-01,REVISED,PAIMANA_TRANSITION,0,1,
P-611939,2025-09,2026-06-01,REVISED,2026-06-01,REVISED,PAIMANA,0,1,
P-611943,2025-04,2026-09-01,REVISED,2026-09-01,ANTICIPATED,OCMS_LEGACY,0,1,
P-611943,2025-05,2026-09-01,ANTICIPATED,2026-12-01,REVISED,OCMS_LEGACY,3,0,TARGET_SOURCE_TRANSITION
P-611943,2025-07,2026-12-01,REVISED,2028-01-01,REVISED,PAIMANA_TRANSITION,13,0,REPORTING_REGIME_CHANGE
P-611943,2025-08,2028-01-01,REVISED,2028-01-01,REVISED,PAIMANA_TRANSITION,0,1,
P-611943,2025-09,2028-01-01,REVISED,2028-01-01,REVISED,PAIMANA,0,1,
P-611943,2026-03,2028-01-01,REVISED,2027-06-01,REVISED,PAIMANA,-7,1,
P-611943,2026-04,2027-06-01,REVISED,2028-02-01,REVISED,PAIMANA,8,1,
P-611944,2025-08,2026-03-01,REVISED,2026-03-01,REVISED,PAIMANA_TRANSITION,0,1,
P-611944,2025-09,2026-03-01,REVISED,2026-03-01,REVISED,PAIMANA,0,1,
P-611944,2025-11,2026-03-01,REVISED,2026-01-01,REVISED,PAIMANA,-2,1,
P-611945,2025-02,2025-12-01,ORIGINAL,2025-12-01,REVISED,OCMS_LEGACY,0,1,
P-611945,2025-03,2025-12-01,REVISED,2025-12-01,ORIGINAL,OCMS_LEGACY,0,1,
P-611945,2025-04,2025-12-01,ORIGINAL,2025-12-01,ANTICIPATED,OCMS_LEGACY,0,1,
P-611945,2025-05,2025-12-01,ANTICIPATED,2025-12-01,REVISED,OCMS_LEGACY,0,1,
P-611945,2025-07,2025-12-01,REVISED,2030-05-01,REVISED,PAIMANA_TRANSITION,53,0,REPORTING_REGIME_CHANGE
P-611945,2025-08,2030-05-01,REVISED,2030-05-01,REVISED,PAIMANA_TRANSITION,0,1,
P-611945,2025-09,2030-05-01,REVISED,2030-05-01,REVISED,PAIMANA,0,1,
P-611947,2025-04,2025-06-01,REVISED,2025-09-01,REVISED,OCMS_LEGACY,3,1,
P-611947,2025-07,2025-09-01,REVISED,2025-09-01,REVISED,PAIMANA_TRANSITION,0,1,
P-611947,2025-08,2025-09-01,REVISED,2025-12-01,REVISED,PAIMANA_TRANSITION,3,1,
P-611947,2025-09,2025-12-01,REVISED,2025-12-01,REVISED,PAIMANA,0,1,
P-611947,2025-10,2025-12-01,REVISED,2026-03-01,REVISED,PAIMANA,3,1,
P-611947,2026-03,2026-03-01,REVISED,2026-06-01,REVISED,PAIMANA,3,1,
P-611948,2025-02,2025-04-01,REVISED,2025-05-01,REVISED,OCMS_LEGACY,1,1,
P-611948,2025-04,2025-05-01,REVISED,2025-08-01,REVISED,OCMS_LEGACY,3,1,
P-611948,2025-07,2025-08-01,REVISED,2025-12-01,REVISED,PAIMANA_TRANSITION,4,0,REPORTING_REGIME_CHANGE
P-611948,2025-08,2025-12-01,REVISED,2025-12-01,REVISED,PAIMANA_TRANSITION,0,1,
P-611948,2025-09,2025-12-01,REVISED,2025-12-01,REVISED,PAIMANA,0,1,
P-611948,2025-10,2025-12-01,REVISED,2026-01-01,REVISED,PAIMANA,1,1,
P-611948,2025-12,2026-01-01,REVISED,2026-03-01,REVISED,PAIMANA,2,1,
P-611948,2026-03,2026-03-01,REVISED,2026-06-01,REVISED,PAIMANA,3,1,
P-611949,2025-04,2025-10-01,REVISED,2025-10-01,ANTICIPATED,OCMS_LEGACY,0,1,
P-611949,2025-05,2025-10-01,ANTICIPATED,2025-10-01,REVISED,OCMS_LEGACY,0,1,
P-611949,2025-07,2025-10-01,REVISED,2025-10-01,REVISED,PAIMANA_TRANSITION,0,1,
P-611949,2025-08,2025-10-01,REVISED,2025-10-01,REVISED,PAIMANA_TRANSITION,0,1,
P-611949,2025-09,2025-10-01,REVISED,2026-03-01,REVISED,PAIMANA,5,0,REPORTING_REGIME_CHANGE
P-611949,2026-01,2026-03-01,REVISED,2026-05-01,REVISED,PAIMANA,2,1,
P-611950,2025-08,2025-12-01,REVISED,2025-12-01,REVISED,PAIMANA_TRANSITION,0,1,
P-611950,2025-09,2025-12-01,REVISED,2025-12-01,REVISED,PAIMANA,0,1,
P-611950,2025-12,2025-12-01,REVISED,2026-01-01,REVISED,PAIMANA,1,1,
P-611950,2026-01,2026-01-01,REVISED,2026-02-01,REVISED,PAIMANA,1,1,
P-611951,2025-02,2025-03-01,REVISED,2025-04-01,REVISED,OCMS_LEGACY,1,1,
P-611951,2025-04,2025-04-01,REVISED,2025-09-01,REVISED,OCMS_LEGACY,5,1,
P-611951,2025-07,2025-09-01,REVISED,2025-09-01,REVISED,PAIMANA_TRANSITION,0,1,
P-611951,2025-08,2025-09-01,REVISED,2025-09-01,REVISED,PAIMANA_TRANSITION,0,1,
P-611951,2025-09,2025-09-01,REVISED,2025-09-01,REVISED,PAIMANA,0,1,
P-611951,2025-10,2025-09-01,REVISED,2025-12-01,REVISED,PAIMANA,3,1,
P-611951,2025-12,2025-12-01,REVISED,2026-01-01,REVISED,PAIMANA,1,1,
P-611951,2026-01,2026-01-01,REVISED,2026-02-01,REVISED,PAIMANA,1,1,
P-611951,2026-03,2026-02-01,REVISED,2026-04-01,REVISED,PAIMANA,2,1,
P-611957,2025-08,2026-12-01,ORIGINAL,2026-12-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-611957,2025-09,2026-12-01,ORIGINAL,2027-02-01,ORIGINAL,PAIMANA,2,0,REPORTING_REGIME_CHANGE
P-611963,2025-08,2027-09-01,ORIGINAL,2027-09-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-611963,2025-09,2027-09-01,ORIGINAL,2027-09-01,ORIGINAL,PAIMANA,0,1,
P-611966,2025-04,2025-07-01,REVISED,2025-09-01,REVISED,OCMS_LEGACY,2,1,
P-611966,2025-06,2025-09-01,REVISED,2025-11-01,REVISED,OCMS_LEGACY,2,1,
P-611966,2025-07,2025-11-01,REVISED,2025-11-01,REVISED,PAIMANA_TRANSITION,0,1,
P-611966,2025-08,2025-11-01,REVISED,2025-12-01,REVISED,PAIMANA_TRANSITION,1,1,
P-611966,2025-09,2025-12-01,REVISED,2025-12-01,REVISED,PAIMANA,0,1,
P-611966,2025-10,2025-12-01,REVISED,2026-03-01,REVISED,PAIMANA,3,1,
P-611966,2026-03,2026-03-01,REVISED,2026-04-01,REVISED,PAIMANA,1,1,
P-611967,2025-07,2025-09-01,REVISED,2026-04-01,REVISED,PAIMANA_TRANSITION,7,0,REPORTING_REGIME_CHANGE
P-611967,2025-08,2026-04-01,REVISED,2026-04-01,REVISED,PAIMANA_TRANSITION,0,1,
P-611967,2025-09,2026-04-01,REVISED,2026-03-01,REVISED,PAIMANA,-1,0,REPORTING_REGIME_CHANGE
P-611967,2026-03,2026-03-01,REVISED,2026-04-01,REVISED,PAIMANA,1,1,
P-611967,2026-04,2026-04-01,REVISED,2026-05-01,REVISED,PAIMANA,1,1,
P-611969,2025-08,2026-10-01,ORIGINAL,2026-10-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-611970,2025-02,2026-07-01,ORIGINAL,2026-07-01,REVISED,OCMS_LEGACY,0,1,
P-611970,2025-04,2026-07-01,REVISED,2026-07-01,ANTICIPATED,OCMS_LEGACY,0,1,
P-611970,2025-05,2026-07-01,ANTICIPATED,2026-07-01,REVISED,OCMS_LEGACY,0,1,
P-611970,2025-07,2026-07-01,REVISED,2030-03-01,REVISED,PAIMANA_TRANSITION,44,0,REPORTING_REGIME_CHANGE
P-611970,2025-08,2030-03-01,REVISED,2030-03-01,REVISED,PAIMANA_TRANSITION,0,1,
P-611970,2025-09,2030-03-01,REVISED,2030-03-01,REVISED,PAIMANA,0,1,
P-611971,2025-02,2025-12-01,ORIGINAL,2025-12-01,REVISED,OCMS_LEGACY,0,1,
P-611971,2025-03,2025-12-01,REVISED,2025-12-01,ORIGINAL,OCMS_LEGACY,0,1,
P-611971,2025-04,2025-12-01,ORIGINAL,2025-12-01,ANTICIPATED,OCMS_LEGACY,0,1,
P-611971,2025-05,2025-12-01,ANTICIPATED,2025-12-01,REVISED,OCMS_LEGACY,0,1,
P-611971,2025-07,2025-12-01,REVISED,2030-03-01,REVISED,PAIMANA_TRANSITION,51,0,REPORTING_REGIME_CHANGE
P-611971,2025-08,2030-03-01,REVISED,2030-03-01,REVISED,PAIMANA_TRANSITION,0,1,
P-611971,2025-09,2030-03-01,REVISED,2030-03-01,REVISED,PAIMANA,0,1,
P-611972,2025-08,2026-12-01,ORIGINAL,2026-12-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-611973,2025-08,2026-12-01,ORIGINAL,2026-12-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-611974,2025-08,2026-12-01,ORIGINAL,2026-12-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-611974,2025-09,2026-12-01,ORIGINAL,2026-12-01,ORIGINAL,PAIMANA,0,1,
P-611974,2025-10,2026-12-01,ORIGINAL,2027-06-01,REVISED,PAIMANA,6,0,TARGET_SOURCE_TRANSITION
P-611974,2026-02,2027-06-01,REVISED,2027-07-01,REVISED,PAIMANA,1,1,
P-611974,2026-03,2027-07-01,REVISED,2027-12-01,REVISED,PAIMANA,5,1,
P-611975,2025-08,2026-03-01,ORIGINAL,2026-03-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-611976,2025-08,2025-10-01,ORIGINAL,2025-10-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-611977,2025-08,2025-02-01,ORIGINAL,2025-02-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-611977,2025-09,2025-02-01,ORIGINAL,2025-02-01,ORIGINAL,PAIMANA,0,1,
P-611978,2025-08,2025-03-01,ORIGINAL,2025-03-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-611978,2025-09,2025-03-01,ORIGINAL,2025-03-01,ORIGINAL,PAIMANA,0,1,
P-611979,2025-08,2025-06-01,ORIGINAL,2025-06-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-611979,2025-09,2025-06-01,ORIGINAL,2025-06-01,ORIGINAL,PAIMANA,0,1,
P-611979,2025-11,2025-06-01,ORIGINAL,2026-03-01,REVISED,PAIMANA,9,0,TARGET_SOURCE_TRANSITION
P-611979,2026-03,2026-03-01,REVISED,2026-05-01,REVISED,PAIMANA,2,1,
P-611980,2025-08,2028-09-01,REVISED,2028-09-01,REVISED,PAIMANA_TRANSITION,0,1,
P-612063,2025-08,2025-08-01,REVISED,2025-08-01,REVISED,PAIMANA_TRANSITION,0,1,
P-612063,2025-09,2025-08-01,REVISED,2025-08-01,REVISED,PAIMANA,0,1,
P-612063,2025-11,2025-08-01,REVISED,2025-10-01,REVISED,PAIMANA,2,1,
P-612072,2025-04,2027-02-01,REVISED,2027-02-01,ANTICIPATED,OCMS_LEGACY,0,1,
P-612072,2025-05,2027-02-01,ANTICIPATED,2027-02-01,REVISED,OCMS_LEGACY,0,1,
P-612072,2025-06,2027-02-01,REVISED,2027-03-01,REVISED,OCMS_LEGACY,1,1,
P-612072,2025-07,2027-03-01,REVISED,2027-03-01,REVISED,PAIMANA_TRANSITION,0,1,
P-612072,2025-08,2027-03-01,REVISED,2027-03-01,REVISED,PAIMANA_TRANSITION,0,1,
P-612072,2025-09,2027-03-01,REVISED,2027-03-01,REVISED,PAIMANA,0,1,
P-612072,2025-10,2027-03-01,REVISED,2028-07-01,REVISED,PAIMANA,16,1,
P-612096,2025-07,2027-03-01,REVISED,2025-03-01,REVISED,PAIMANA_TRANSITION,-24,0,REPORTING_REGIME_CHANGE
P-612096,2025-08,2025-03-01,REVISED,2025-03-01,REVISED,PAIMANA_TRANSITION,0,1,
P-612096,2025-09,2025-03-01,REVISED,2025-03-01,REVISED,PAIMANA,0,1,
P-612096,2025-11,2025-03-01,REVISED,2027-03-01,REVISED,PAIMANA,24,1,
P-612128,2025-08,2026-03-01,REVISED,2026-03-01,REVISED,PAIMANA_TRANSITION,0,1,
P-612128,2025-09,2026-03-01,REVISED,2026-03-01,REVISED,PAIMANA,0,1,
P-612128,2026-03,2026-03-01,REVISED,2026-07-01,REVISED,PAIMANA,4,1,
P-612132,2025-06,2025-08-01,REVISED,2025-09-01,REVISED,OCMS_LEGACY,1,1,
P-612132,2025-07,2025-09-01,REVISED,2026-05-01,REVISED,PAIMANA_TRANSITION,8,0,REPORTING_REGIME_CHANGE
P-612132,2025-08,2026-05-01,REVISED,2026-05-01,REVISED,PAIMANA_TRANSITION,0,1,
P-612132,2025-09,2026-05-01,REVISED,2026-05-01,REVISED,PAIMANA,0,1,
P-612132,2025-10,2026-05-01,REVISED,2026-06-01,REVISED,PAIMANA,1,1,
P-612132,2026-03,2026-06-01,REVISED,2026-09-01,REVISED,PAIMANA,3,1,
P-612133,2025-07,2025-12-01,REVISED,2026-06-01,REVISED,PAIMANA_TRANSITION,6,0,REPORTING_REGIME_CHANGE
P-612133,2025-08,2026-06-01,REVISED,2026-06-01,REVISED,PAIMANA_TRANSITION,0,1,
P-612133,2025-09,2026-06-01,REVISED,2026-06-01,REVISED,PAIMANA,0,1,
P-612133,2026-03,2026-06-01,REVISED,2026-12-01,REVISED,PAIMANA,6,1,
P-612134,2025-07,2025-12-01,REVISED,2026-03-01,REVISED,PAIMANA_TRANSITION,3,0,REPORTING_REGIME_CHANGE
P-612134,2025-08,2026-03-01,REVISED,2026-03-01,REVISED,PAIMANA_TRANSITION,0,1,
P-612134,2025-09,2026-03-01,REVISED,2026-06-01,REVISED,PAIMANA,3,0,REPORTING_REGIME_CHANGE
P-612134,2026-03,2026-06-01,REVISED,2026-12-01,REVISED,PAIMANA,6,1,
P-612135,2025-08,2025-09-01,ORIGINAL,2025-09-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-612135,2025-09,2025-09-01,ORIGINAL,2025-09-01,ORIGINAL,PAIMANA,0,1,
P-612135,2025-10,2025-09-01,ORIGINAL,2025-12-01,REVISED,PAIMANA,3,0,TARGET_SOURCE_TRANSITION
P-612138,2025-07,2026-02-01,REVISED,2026-02-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-612138,2025-08,2026-02-01,ORIGINAL,2026-02-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-612138,2025-09,2026-02-01,ORIGINAL,2026-06-01,REVISED,PAIMANA,4,0,REPORTING_REGIME_CHANGE
P-612139,2025-04,2025-12-01,REVISED,2026-06-01,REVISED,OCMS_LEGACY,6,1,
P-612139,2025-07,2026-06-01,REVISED,2026-06-01,REVISED,PAIMANA_TRANSITION,0,1,
P-612139,2025-08,2026-06-01,REVISED,2026-06-01,REVISED,PAIMANA_TRANSITION,0,1,
P-612139,2025-09,2026-06-01,REVISED,2026-12-01,REVISED,PAIMANA,6,0,REPORTING_REGIME_CHANGE
P-612140,2025-07,2025-12-01,REVISED,2025-12-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-612140,2025-08,2025-12-01,ORIGINAL,2026-03-01,REVISED,PAIMANA_TRANSITION,3,0,TARGET_SOURCE_TRANSITION
P-612140,2025-09,2026-03-01,REVISED,2026-03-01,REVISED,PAIMANA,0,1,
P-612140,2025-10,2026-03-01,REVISED,2026-06-01,REVISED,PAIMANA,3,1,
P-612140,2026-03,2026-06-01,REVISED,2026-09-01,REVISED,PAIMANA,3,1,
P-612142,2025-07,2030-02-01,REVISED,2030-02-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-612142,2025-08,2030-02-01,ORIGINAL,2030-02-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-612142,2025-09,2030-02-01,ORIGINAL,2030-02-01,ORIGINAL,PAIMANA,0,1,
P-612151,2025-04,2025-07-01,REVISED,2025-08-01,REVISED,OCMS_LEGACY,1,1,
P-612151,2025-06,2025-08-01,REVISED,2025-09-01,REVISED,OCMS_LEGACY,1,1,
P-612151,2025-07,2025-09-01,REVISED,2025-10-01,REVISED,PAIMANA_TRANSITION,1,0,REPORTING_REGIME_CHANGE
P-612151,2025-08,2025-10-01,REVISED,2025-12-01,REVISED,PAIMANA_TRANSITION,2,1,
P-612151,2025-09,2025-12-01,REVISED,2025-12-01,REVISED,PAIMANA,0,1,
P-612151,2025-10,2025-12-01,REVISED,2026-03-01,REVISED,PAIMANA,3,1,
P-612151,2026-03,2026-03-01,REVISED,2026-04-01,REVISED,PAIMANA,1,1,
P-612167,2025-12,2026-01-01,REVISED,2026-03-01,REVISED,PAIMANA,2,1,
P-612178,2025-11,2025-06-01,ORIGINAL,2026-01-01,REVISED,PAIMANA,7,0,TARGET_SOURCE_TRANSITION
P-612178,2026-01,2026-01-01,REVISED,2026-02-01,REVISED,PAIMANA,1,1,
P-612178,2026-02,2026-02-01,REVISED,2026-03-01,REVISED,PAIMANA,1,1,
P-612183,2025-08,2027-09-01,ORIGINAL,2027-09-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-612183,2025-09,2027-09-01,ORIGINAL,2027-09-01,ORIGINAL,PAIMANA,0,1,
P-612183,2025-12,2027-09-01,ORIGINAL,2027-03-01,ORIGINAL,PAIMANA,-6,1,
P-612185,2025-11,2025-05-01,REVISED,2026-01-01,REVISED,PAIMANA,8,1,
P-612186,2025-11,2026-02-01,REVISED,2027-05-01,REVISED,PAIMANA,15,1,
P-612188,2025-10,2025-09-01,REVISED,2026-02-01,REVISED,PAIMANA,5,0,REPORTING_REGIME_CHANGE
P-612188,2026-02,2026-02-01,REVISED,2026-08-01,REVISED,PAIMANA,6,1,
P-612194,2025-07,2026-07-01,REVISED,2026-01-01,ORIGINAL,PAIMANA_TRANSITION,-6,0,REPORTING_REGIME_CHANGE
P-612194,2025-08,2026-01-01,ORIGINAL,2026-01-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-612194,2025-09,2026-01-01,ORIGINAL,2026-01-01,ORIGINAL,PAIMANA,0,1,
P-612194,2025-11,2026-01-01,ORIGINAL,2026-07-01,ORIGINAL,PAIMANA,6,1,
P-612194,2026-04,2026-07-01,ORIGINAL,2026-11-01,REVISED,PAIMANA,4,0,TARGET_SOURCE_TRANSITION
P-612201,2025-11,2025-10-01,REVISED,2026-02-01,REVISED,PAIMANA,4,1,
P-612201,2026-02,2026-02-01,REVISED,2026-04-01,REVISED,PAIMANA,2,1,
P-612201,2026-04,2026-04-01,REVISED,2026-06-01,REVISED,PAIMANA,2,1,
P-612203,2025-08,2027-03-01,REVISED,2027-03-01,REVISED,PAIMANA_TRANSITION,0,1,
P-612203,2025-09,2027-03-01,REVISED,2027-03-01,REVISED,PAIMANA,0,1,
P-612211,2026-04,2026-06-01,REVISED,2026-11-01,REVISED,PAIMANA,5,1,
P-612213,2025-11,2025-08-01,REVISED,2026-09-01,REVISED,PAIMANA,13,1,
P-612239,2025-11,2025-05-01,REVISED,2025-12-01,REVISED,PAIMANA,7,1,
P-612259,2025-11,2025-06-01,REVISED,2026-03-01,REVISED,PAIMANA,9,1,
P-612745,2025-12,2027-01-01,ORIGINAL,2027-05-01,REVISED,PAIMANA,4,0,TARGET_SOURCE_TRANSITION
P-612781,2025-07,2026-12-01,REVISED,2026-12-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-612781,2025-08,2026-12-01,ORIGINAL,2026-12-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-612781,2025-09,2026-12-01,ORIGINAL,2026-12-01,ORIGINAL,PAIMANA,0,1,
P-612781,2026-03,2026-12-01,ORIGINAL,2027-09-01,REVISED,PAIMANA,9,0,TARGET_SOURCE_TRANSITION
P-612786,2025-06,2026-01-01,REVISED,2026-03-01,REVISED,OCMS_LEGACY,2,1,
P-612786,2025-07,2026-03-01,REVISED,2026-03-01,REVISED,PAIMANA_TRANSITION,0,1,
P-612786,2025-08,2026-03-01,REVISED,2026-03-01,REVISED,PAIMANA_TRANSITION,0,1,
P-612786,2025-09,2026-03-01,REVISED,2026-03-01,REVISED,PAIMANA,0,1,
P-612786,2026-01,2026-03-01,REVISED,2026-05-01,REVISED,PAIMANA,2,1,
P-612786,2026-04,2026-05-01,REVISED,2026-07-01,REVISED,PAIMANA,2,1,
P-612787,2025-03,2026-01-01,REVISED,2026-02-01,REVISED,OCMS_LEGACY,1,1,
P-612787,2025-07,2026-02-01,REVISED,2026-03-01,REVISED,PAIMANA_TRANSITION,1,0,REPORTING_REGIME_CHANGE
P-612787,2025-08,2026-03-01,REVISED,2026-03-01,REVISED,PAIMANA_TRANSITION,0,1,
P-612787,2025-09,2026-03-01,REVISED,2026-03-01,REVISED,PAIMANA,0,1,
P-612787,2026-01,2026-03-01,REVISED,2026-06-01,REVISED,PAIMANA,3,1,
P-612788,2025-07,2026-02-01,REVISED,2026-01-01,REVISED,PAIMANA_TRANSITION,-1,0,REPORTING_REGIME_CHANGE
P-612788,2025-08,2026-01-01,REVISED,2026-01-01,REVISED,PAIMANA_TRANSITION,0,1,
P-612788,2025-09,2026-01-01,REVISED,2026-01-01,REVISED,PAIMANA,0,1,
P-612788,2025-11,2026-01-01,REVISED,2026-02-01,REVISED,PAIMANA,1,1,
P-612788,2025-12,2026-02-01,REVISED,2026-04-01,REVISED,PAIMANA,2,1,
P-612788,2026-04,2026-04-01,REVISED,2026-06-01,REVISED,PAIMANA,2,1,
P-612789,2025-07,2025-09-01,REVISED,2026-03-01,REVISED,PAIMANA_TRANSITION,6,0,REPORTING_REGIME_CHANGE
P-612789,2025-08,2026-03-01,REVISED,2026-03-01,REVISED,PAIMANA_TRANSITION,0,1,
P-612789,2025-09,2026-03-01,REVISED,2026-03-01,REVISED,PAIMANA,0,1,
P-612789,2025-12,2026-03-01,REVISED,2026-06-01,REVISED,PAIMANA,3,1,
P-612789,2026-03,2026-06-01,REVISED,2026-12-01,REVISED,PAIMANA,6,1,
P-612790,2025-07,2026-02-01,REVISED,2025-11-01,REVISED,PAIMANA_TRANSITION,-3,0,REPORTING_REGIME_CHANGE
P-612790,2025-08,2025-11-01,REVISED,2026-05-01,REVISED,PAIMANA_TRANSITION,6,1,
P-612790,2025-09,2026-05-01,REVISED,2026-05-01,REVISED,PAIMANA,0,1,
P-612790,2026-04,2026-05-01,REVISED,2026-09-01,REVISED,PAIMANA,4,1,
P-612791,2025-07,2025-10-01,REVISED,2026-08-01,REVISED,PAIMANA_TRANSITION,10,0,REPORTING_REGIME_CHANGE
P-612791,2025-08,2026-08-01,REVISED,2026-08-01,REVISED,PAIMANA_TRANSITION,0,1,
P-612791,2025-09,2026-08-01,REVISED,2026-08-01,REVISED,PAIMANA,0,1,
P-612793,2025-07,2026-06-01,REVISED,2026-02-01,ORIGINAL,PAIMANA_TRANSITION,-4,0,REPORTING_REGIME_CHANGE
P-612793,2025-08,2026-02-01,ORIGINAL,2026-02-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-612793,2025-09,2026-02-01,ORIGINAL,2026-02-01,ORIGINAL,PAIMANA,0,1,
P-612793,2026-01,2026-02-01,ORIGINAL,2026-06-01,ORIGINAL,PAIMANA,4,1,
P-612793,2026-04,2026-06-01,ORIGINAL,2027-06-01,REVISED,PAIMANA,12,0,TARGET_SOURCE_TRANSITION
P-612815,2025-07,2026-12-01,REVISED,2027-03-01,ORIGINAL,PAIMANA_TRANSITION,3,0,REPORTING_REGIME_CHANGE
P-612815,2025-08,2027-03-01,ORIGINAL,2027-03-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-612815,2025-09,2027-03-01,ORIGINAL,2027-03-01,ORIGINAL,PAIMANA,0,1,
P-612816,2025-03,2030-03-01,REVISED,2030-03-01,ORIGINAL,OCMS_LEGACY,0,1,
P-612816,2025-04,2030-03-01,ORIGINAL,2030-03-01,REVISED,OCMS_LEGACY,0,1,
P-612816,2025-07,2030-03-01,REVISED,2030-03-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-612816,2025-08,2030-03-01,ORIGINAL,2030-03-01,ORIGINAL,PAIMANA_TRANSITION,0,1,
P-612816,2025-09,2030-03-01,ORIGINAL,2030-03-01,ORIGINAL,PAIMANA,0,1,
P-612819,2025-03,2025-03-01,REVISED,2025-09-01,REVISED,OCMS_LEGACY,6,1,
P-612819,2025-06,2025-09-01,REVISED,2025-11-01,REVISED,OCMS_LEGACY,2,1,
P-612819,2025-07,2025-11-01,REVISED,2025-09-01,REVISED,PAIMANA_TRANSITION,-2,0,REPORTING_REGIME_CHANGE
